subj	date	exp	trial	FaceLeft	FaceCenter	FaceRight	TestLeft	TestCenter	TestRight	CorrectResp1	CorrectResp2	CorrectResp3	Fixation1	Fixation2	Fixation3	Fixation4	Running	TrialList.Cycle	TrialList.Sample	TestLeft.ACC	TestLeft.RT	TestLeft.RESP	TestLeft.CRESP	TestCenter.ACC	TestCenter.RT	TestCenter.RESP	TestCenter.CRESP	TestRight.ACC	TestRight.RT	TestRight.RESP	TestRight.CRESP
194	20111025	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1635	 4	 4	 1	 2816	 2	 2	 1	 3054	 2	 2
194	20111025	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 2698	 3	 3	 1	 2555	 3	 3	 1	 2224	 2	 2
194	20111025	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 2049	 4	 4	 1	 2066	 2	 2	 1	 3633	 4	 4
194	20111025	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 1656	 2	 2	 1	 2162	 4	 4	 1	 2576	 2	 2
195	20111130	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 2233	 2	 2	 0	 1908	 3	 4	 1	 1975	 4	 4
195	20111130	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 1922	 3	 3	 0	 3342	 2	 4	 1	 2078	 4	 4
195	20111130	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1686	 4	 4	 1	 3174	 2	 2	 1	 3881	 2	 2
195	20111130	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 1772	 3	 3	 1	 1191	 3	 3	 1	 3253	 2	 2
195	20111130	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 2838	 4	 4	 1	 3875	 2	 2	 1	 1556	 4	 4
195	20111130	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 0	 2793	 3	 2	 0	 3261	 2	 4	 1	 3122	 2	 2
196	20111130	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 2274	 2	 2	 0	 0	 	 4	 0	 1594	 2	 4
196	20111130	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 2013	 3	 3	 0	 2124	 2	 4	 1	 2004	 4	 4
196	20111130	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 0	 2538	 3	 4	 1	 3310	 2	 2	 1	 2654	 2	 2
196	20111130	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 0	 3471	 2	 3	 1	 2555	 3	 3	 1	 2847	 2	 2
196	20111130	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 3107	 4	 4	 0	 3279	 3	 2	 1	 3417	 4	 4
196	20111130	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 0	 2996	 4	 2	 1	 2558	 4	 4	 0	 2012	 3	 2
200	20120208	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 3827	 2	 2	 0	 4714	 3	 4	 0	 2745	 2	 4
200	20120208	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 2070	 3	 3	 0	 2539	 3	 4	 0	 0	 	 
200	20120208	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 0	 1208	 2	 4	 0	 1986	 3	 2	 0	 3229	 4	 2
200	20120208	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 0	 2995	 2	 3	 1	 1655	 3	 3	 0	 2522	 3	 2
200	20120208	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 0	 2924	 3	 4	 0	 3265	 4	 2	 0	 0	 	 
200	20120208	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 0	 2227	 3	 2	 0	 1815	 2	 4	 1	 2152	 2	 2
203	20111212	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 2661	 2	 2	 1	 4476	 4	 4	 0	 2155	 2	 4
203	20111212	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 0	 3326	 2	 3	 1	 3573	 4	 4	 0	 2762	 2	 4
203	20111212	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1492	 4	 4	 1	 2345	 2	 2	 0	 1785	 4	 2
203	20111212	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 1578	 3	 3	 0	 1628	 2	 3	 0	 1479	 4	 2
203	20111212	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 0	 1554	 3	 4	 0	 2333	 4	 2	 0	 1659	 3	 4
203	20111212	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 1925	 2	 2	 0	 3825	 2	 4	 0	 2171	 3	 2
204	20120303	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 2213	 2	 2	 1	 2490	 4	 4	 1	 2147	 4	 4
204	20120303	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 2371	 3	 3	 1	 3025	 4	 4	 0	 3283	 3	 4
204	20120303	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 2770	 4	 4	 1	 2893	 2	 2	 1	 2658	 2	 2
204	20120303	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 3032	 3	 3	 1	 2657	 3	 3	 0	 2706	 3	 2
204	20120303	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 3216	 4	 4	 1	 3473	 2	 2	 1	 2722	 4	 4
204	20120303	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 2310	 2	 2	 1	 2384	 4	 4	 1	 3514	 2	 2
205	20111207	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 1805	 2	 2	 1	 1752	 4	 4	 1	 1731	 4	 4
205	20111207	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 1557	 3	 3	 1	 1905	 4	 4	 1	 1774	 4	 4
205	20111207	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1671	 4	 4	 1	 2372	 2	 2	 1	 2167	 2	 2
205	20111207	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 2239	 3	 3	 1	 1953	 3	 3	 1	 1881	 2	 2
205	20111207	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 2012	 4	 4	 1	 3280	 2	 2	 1	 1343	 4	 4
205	20111207	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 1450	 2	 2	 1	 1560	 4	 4	 1	 2632	 2	 2
206	20111116	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 1462	 2	 2	 1	 1255	 4	 4	 1	 1069	 4	 4
206	20111116	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 1231	 3	 3	 0	 2058	 3	 4	 1	 1157	 4	 4
206	20111116	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1193	 4	 4	 1	 2046	 2	 2	 1	 2310	 2	 2
206	20111116	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 2578	 3	 3	 1	 959	 3	 3	 1	 1938	 2	 2
206	20111116	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 1262	 4	 4	 1	 2821	 2	 2	 1	 1583	 4	 4
206	20111116	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 2178	 2	 2	 1	 2265	 4	 4	 1	 2106	 2	 2
207	20120222	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 2132	 2	 2	 0	 2068	 2	 4	 1	 2106	 4	 4
207	20120222	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 2671	 3	 3	 1	 3910	 4	 4	 1	 3536	 4	 4
207	20120222	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1493	 4	 4	 1	 3266	 2	 2	 0	 0	 	 
207	20120222	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 2636	 3	 3	 1	 1838	 3	 3	 1	 3047	 2	 2
207	20120222	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 1952	 4	 4	 0	 2679	 3	 2	 0	 3991	 3	 4
207	20120222	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 2771	 2	 2	 1	 4106	 4	 4	 1	 2297	 2	 2
210	20120204	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 0	 1622	 4	 2	 0	 2170	 3	 4	 1	 1251	 4	 4
210	20120204	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 0	 2024	 2	 3	 1	 2141	 4	 4	 0	 1690	 2	 4
210	20120204	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 2180	 4	 4	 1	 1967	 2	 2	 1	 1543	 2	 2
210	20120204	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 1332	 3	 3	 1	 836	 3	 3	 1	 1532	 2	 2
210	20120204	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 1423	 4	 4	 0	 2021	 3	 2	 1	 1458	 4	 4
210	20120204	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 0	 1923	 3	 2	 1	 2140	 4	 4	 0	 1238	 4	 2
211	20120331	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 2523	 2	 2	 1	 1999	 4	 4	 1	 1764	 4	 4
211	20120331	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 2809	 3	 3	 0	 0	 	 4	 1	 1758	 4	 4
211	20120331	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 2524	 4	 4	 1	 1726	 2	 2	 1	 2204	 2	 2
211	20120331	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 0	 3122	 2	 3	 1	 3215	 3	 3	 1	 2185	 2	 2
211	20120331	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 1452	 4	 4	 1	 1834	 2	 2	 1	 2619	 4	 4
211	20120331	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 2307	 2	 2	 0	 3345	 3	 4	 0	 3852	 3	 2
213	20120929	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 1634	 2	 2	 1	 2718	 4	 4	 0	 3961	 2	 4
213	20120929	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 2712	 3	 3	 0	 3158	 2	 4	 1	 2575	 4	 4
213	20120929	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 3678	 4	 4	 1	 3625	 2	 2	 0	 2375	 4	 2
213	20120929	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 2280	 3	 3	 1	 3393	 3	 3	 1	 2296	 2	 2
213	20120929	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 2581	 4	 4	 0	 2540	 3	 2	 1	 2467	 4	 4
213	20120929	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 2138	 2	 2	 0	 1809	 3	 4	 1	 3959	 2	 2
215	20120609	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 1443	 2	 2	 1	 1552	 4	 4	 1	 1241	 4	 4
215	20120609	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 1248	 3	 3	 1	 2714	 4	 4	 1	 1533	 4	 4
215	20120609	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1597	 4	 4	 1	 2114	 2	 2	 1	 2131	 2	 2
215	20120609	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 2525	 3	 3	 1	 2302	 3	 3	 1	 2534	 2	 2
215	20120609	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 1634	 4	 4	 1	 1615	 2	 2	 1	 2415	 4	 4
215	20120609	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 1798	 2	 2	 1	 1524	 4	 4	 1	 2278	 2	 2
216	20120126	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 2192	 2	 2	 1	 2930	 4	 4	 1	 2804	 4	 4
216	20120126	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 2656	 3	 3	 1	 2374	 4	 4	 1	 4141	 4	 4
216	20120126	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 4928	 4	 4	 1	 4563	 2	 2	 1	 3016	 2	 2
216	20120126	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 0	 0	 	 3	 1	 1727	 3	 3	 0	 4082	 3	 2
216	20120126	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 0	 4089	 3	 4	 0	 2802	 3	 2	 1	 3398	 4	 4
216	20120126	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 0	 0	 	 2	 0	 0	 	 4	 0	 1706	 3	 2
217	20120609	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 3024	 2	 2	 1	 4698	 4	 4	 1	 2129	 4	 4
217	20120609	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 2139	 3	 3	 0	 1747	 3	 4	 1	 1843	 4	 4
217	20120609	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 3411	 4	 4	 1	 1900	 2	 2	 0	 2638	 3	 2
217	20120609	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 2053	 3	 3	 1	 2307	 3	 3	 0	 3374	 4	 2
217	20120609	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 1829	 4	 4	 0	 1697	 3	 2	 1	 1945	 4	 4
217	20120609	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 0	 2479	 4	 2	 0	 1684	 3	 4	 0	 2060	 3	 2
